year,sex,cancer_type,cancer_cases,cancer_deaths,fatality_ratio
2000,females,Oesophageal cancer,363.0,288.0,0.793388
2000,females,Ovarian cancer,1145.0,780.0,0.681223
2000,females,Pancreatic cancer,946.0,877.0,0.927061
2000,females,Rectal cancer,1595.0,468.0,0.293417
2000,females,Stomach cancer,707.0,427.0,0.60396
2000,females,Thyroid cancer,785.0,50.0,0.063694
2000,females,Tongue cancer,144.0,64.0,0.444444
2000,females,Unknown primary site,1462.0,1013.0,0.692886
2000,females,Uterine cancer,1586.0,261.0,0.164565
2000,males,Acute lymphoblastic leukaemia,170.0,82.0,0.482353
2000,males,Acute myeloid leukaemia,455.0,355.0,0.78022
2000,males,Anal cancer,33.0,10.0,0.30303
2000,males,Bladder cancer,1679.0,570.0,0.339488
2000,males,Bowel cancer,6828.0,2544.0,0.372583
2000,males,Brain cancer,755.0,634.0,0.839735
2000,males,Breast cancer,78.0,21.0,0.269231
2000,males,Chronic lymphocytic leukaemia,538.0,154.0,0.286245
2000,males,Chronic myeloid leukaemia,154.0,80.0,0.519481
2000,males,Colon cancer,4188.0,1787.0,0.426695
2000,males,Head and neck excluding lip,1818.0,683.0,0.375688
2000,males,Head and neck including lip,2489.0,696.0,0.27963
2000,males,Hodgkin lymphoma,234.0,37.0,0.15812
2000,males,Kidney cancer,1267.0,469.0,0.370166
2000,males,Laryngeal cancer,494.0,203.0,0.410931
2000,males,Liver cancer,583.0,513.0,0.879931
2000,males,Lung cancer,5421.0,4597.0,0.847999
2000,males,Melanoma of the skin,4884.0,617.0,0.126331
2000,males,Mesothelioma,403.0,375.0,0.930521
2000,males,Myeloma,621.0,370.0,0.595813
2000,males,Non-Hodgkin lymphoma,1876.0,855.0,0.455757
2000,males,Oesophageal cancer,720.0,683.0,0.948611
2000,males,Pancreatic cancer,948.0,872.0,0.919831
2000,males,Prostate cancer,10942.0,2666.0,0.243648
2000,males,Rectal cancer,2640.0,757.0,0.286742
2000,males,Stomach cancer,1265.0,764.0,0.603953
2000,males,Testicular cancer,586.0,19.0,0.032423
2000,males,Thyroid cancer,276.0,40.0,0.144928
2000,males,Tongue cancer,304.0,102.0,0.335526
2000,males,Unknown primary site,1476.0,1017.0,0.689024
2000,persons,Acute lymphoblastic leukaemia,305.0,135.0,0.442623
2000,persons,Acute myeloid leukaemia,789.0,605.0,0.766793
2000,persons,Anal cancer,36.0,11.0,0.305556
2000,persons,Bladder cancer,2256.0,820.0,0.363475
2000,persons,Bowel cancer,12286.0,4661.0,0.379375
2000,persons,Brain cancer,1310.0,1089.0,0.831298
2000,persons,Breast cancer,11473.0,2542.0,0.221564
2000,persons,Chronic lymphocytic leukaemia,863.0,268.0,0.310545
2000,persons,Chronic myeloid leukaemia,267.0,149.0,0.558052
2000,persons,Colon cancer,8051.0,3436.0,0.426779
2000,persons,Head and neck excluding lip,2517.0,927.0,0.368296
2000,persons,Head and neck including lip,3443.0,946.0,0.27476
2000,persons,Hodgkin lymphoma,425.0,68.0,0.16
2000,persons,Kidney cancer,2016.0,768.0,0.380952
2000,persons,Laryngeal cancer,562.0,239.0,0.425267
2000,persons,Liver cancer,794.0,742.0,0.934509
2000,persons,Lung cancer,8265.0,6915.0,0.836661
2000,persons,Melanoma of the skin,8692.0,971.0,0.111712
2000,persons,Mesothelioma,480.0,437.0,0.910417
2000,persons,Myeloma,1132.0,689.0,0.608657
2000,persons,Non-Hodgkin lymphoma,3494.0,1588.0,0.454493
2000,persons,Oesophageal cancer,1083.0,971.0,0.896584
2000,persons,Pancreatic cancer,1894.0,1749.0,0.923442
2000,persons,Rectal cancer,4235.0,1225.0,0.289256
2000,persons,Stomach cancer,1972.0,1191.0,0.603955
2000,persons,Thyroid cancer,1061.0,90.0,0.084826
2000,persons,Tongue cancer,448.0,166.0,0.370536
2000,persons,Unknown primary site,2938.0,2030.0,0.690946
2001,females,Acute lymphoblastic leukaemia,128.0,53.0,0.414062
2001,females,Acute myeloid leukaemia,361.0,267.0,0.739612
2001,females,Anal cancer,37.0,10.0,0.27027
2001,females,Bladder cancer,553.0,275.0,0.497288
2001,females,Bowel cancer,5806.0,2117.0,0.364623
2001,females,Brain cancer,558.0,433.0,0.775986
2001,females,Breast cancer,11827.0,2594.0,0.219329
2001,females,Cervical cancer,742.0,271.0,0.365229
2001,females,Chronic lymphocytic leukaemia,380.0,121.0,0.318421
2001,females,Chronic myeloid leukaemia,101.0,61.0,0.60396
2001,females,Colon cancer,4110.0,1590.0,0.386861
2001,females,Head and neck excluding lip,645.0,225.0,0.348837
2001,females,Head and neck including lip,894.0,234.0,0.261745
2001,females,Hodgkin lymphoma,187.0,27.0,0.144385
2001,females,Kidney cancer,766.0,343.0,0.447781
2001,females,Laryngeal cancer,56.0,25.0,0.446429
2001,females,Liver cancer,256.0,240.0,0.9375
2001,females,Lung cancer,2939.0,2386.0,0.811841
2001,females,Melanoma of the skin,3884.0,390.0,0.100412
2001,females,Mesothelioma,107.0,85.0,0.794393
2001,females,Myeloma,506.0,325.0,0.642292
2001,females,Non-Hodgkin lymphoma,1585.0,711.0,0.44858
2001,females,Oesophageal cancer,376.0,342.0,0.909574
2001,females,Ovarian cancer,1134.0,837.0,0.738095
2001,females,Pancreatic cancer,925.0,865.0,0.935135
2001,females,Rectal cancer,1696.0,527.0,0.310731
2001,females,Stomach cancer,669.0,456.0,0.681614
2001,females,Thyroid cancer,899.0,54.0,0.060067
2001,females,Tongue cancer,157.0,60.0,0.382166
2001,females,Unknown primary site,1434.0,968.0,0.675035
2001,females,Uterine cancer,1543.0,299.0,0.193778
2001,males,Acute lymphoblastic leukaemia,174.0,61.0,0.350575
2001,males,Acute myeloid leukaemia,463.0,362.0,0.781857
2001,males,Anal cancer,33.0,9.0,0.272727
2001,males,Bladder cancer,1726.0,633.0,0.366744
2001,males,Bowel cancer,6903.0,2570.0,0.372302
2001,males,Brain cancer,778.0,631.0,0.811054
2001,males,Breast cancer,90.0,26.0,0.288889
2001,males,Chronic lymphocytic leukaemia,521.0,160.0,0.307102
2001,males,Chronic myeloid leukaemia,167.0,76.0,0.45509
2001,males,Colon cancer,4253.0,1738.0,0.408653
2001,males,Head and neck excluding lip,1778.0,741.0,0.41676
2001,males,Head and neck including lip,2481.0,754.0,0.30391
2001,males,Hodgkin lymphoma,220.0,21.0,0.095455
2001,males,Kidney cancer,1317.0,502.0,0.381169
2001,males,Laryngeal cancer,526.0,223.0,0.423954
2001,males,Liver cancer,630.0,538.0,0.853968
2001,males,Lung cancer,5491.0,4663.0,0.849208
2001,males,Melanoma of the skin,5081.0,684.0,0.134619
2001,males,Mesothelioma,467.0,434.0,0.929336
2001,males,Myeloma,681.0,353.0,0.518355
2001,males,Non-Hodgkin lymphoma,1936.0,786.0,0.405992
2001,males,Oesophageal cancer,709.0,698.0,0.984485
2001,males,Pancreatic cancer,976.0,946.0,0.969262
2001,males,Prostate cancer,11467.0,2718.0,0.237028
2001,males,Rectal cancer,2650.0,832.0,0.313962
2001,males,Stomach cancer,1190.0,753.0,0.632773
2001,males,Testicular cancer,611.0,17.0,0.027823
2001,males,Thyroid cancer,304.0,34.0,0.111842
2001,males,Tongue cancer,288.0,106.0,0.368056
2001,males,Unknown primary site,1551.0,1018.0,0.656351
2001,persons,Acute lymphoblastic leukaemia,302.0,114.0,0.377483
2001,persons,Acute myeloid leukaemia,824.0,629.0,0.76335
2001,persons,Anal cancer,35.0,11.0,0.314286
2001,persons,Bladder cancer,2279.0,908.0,0.39842
2001,persons,Bowel cancer,12709.0,4687.0,0.368794
2001,persons,Brain cancer,1336.0,1064.0,0.796407
2001,persons,Breast cancer,11917.0,2620.0,0.219854
2001,persons,Chronic lymphocytic leukaemia,901.0,281.0,0.311876
2001,persons,Chronic myeloid leukaemia,268.0,137.0,0.511194
2001,persons,Colon cancer,8363.0,3328.0,0.397943
2001,persons,Head and neck excluding lip,2423.0,966.0,0.398679
2001,persons,Head and neck including lip,3375.0,988.0,0.292741
2001,persons,Hodgkin lymphoma,407.0,48.0,0.117936
2001,persons,Kidney cancer,2083.0,845.0,0.405665
2001,persons,Laryngeal cancer,582.0,248.0,0.426117
2001,persons,Liver cancer,886.0,778.0,0.878104
2001,persons,Lung cancer,8430.0,7049.0,0.83618
2001,persons,Melanoma of the skin,8965.0,1074.0,0.119799
2001,persons,Mesothelioma,574.0,519.0,0.904181
2001,persons,Myeloma,1187.0,678.0,0.571188
2001,persons,Non-Hodgkin lymphoma,3521.0,1497.0,0.425163
2001,persons,Oesophageal cancer,1085.0,1040.0,0.958525
2001,persons,Pancreatic cancer,1901.0,1811.0,0.952656
2001,persons,Rectal cancer,4346.0,1359.0,0.312701
2001,persons,Stomach cancer,1859.0,1209.0,0.65035
2001,persons,Thyroid cancer,1203.0,88.0,0.07315
2001,persons,Tongue cancer,445.0,166.0,0.373034
2001,persons,Unknown primary site,2985.0,1986.0,0.665327
2002,females,Acute lymphoblastic leukaemia,146.0,55.0,0.376712
2002,females,Acute myeloid leukaemia,347.0,275.0,0.792507
2002,females,Anal cancer,38.0,12.0,0.315789
2002,females,Bladder cancer,634.0,277.0,0.436909
2002,females,Bowel cancer,5617.0,2152.0,0.383123
2002,females,Brain cancer,623.0,492.0,0.789727
2002,females,Breast cancer,12085.0,2681.0,0.221845
2002,females,Cervical cancer,689.0,217.0,0.314949
2002,females,Chronic lymphocytic leukaemia,410.0,101.0,0.246341
2002,females,Chronic myeloid leukaemia,106.0,72.0,0.679245
2002,females,Colon cancer,3951.0,1612.0,0.407998
2002,females,Head and neck excluding lip,625.0,231.0,0.3696
2002,females,Head and neck including lip,951.0,234.0,0.246057
2002,females,Hodgkin lymphoma,209.0,31.0,0.148325
2002,females,Kidney cancer,790.0,322.0,0.407595
2002,females,Laryngeal cancer,66.0,38.0,0.575758
2002,females,Liver cancer,248.0,301.0,1.21371
2002,females,Lung cancer,3118.0,2526.0,0.810135
2002,females,Melanoma of the skin,4231.0,330.0,0.077996
2002,females,Mesothelioma,108.0,84.0,0.777778
2002,females,Myeloma,511.0,327.0,0.639922
2002,females,Non-Hodgkin lymphoma,1688.0,698.0,0.413507
2002,females,Oesophageal cancer,364.0,319.0,0.876374
2002,females,Ovarian cancer,1242.0,842.0,0.677939
2002,females,Pancreatic cancer,936.0,882.0,0.942308
2002,females,Rectal cancer,1666.0,540.0,0.32413
2002,females,Stomach cancer,700.0,447.0,0.638571
2002,females,Thyroid cancer,924.0,64.0,0.069264
2002,females,Tongue cancer,144.0,58.0,0.402778
2002,females,Unknown primary site,1541.0,1099.0,0.713173
2002,females,Uterine cancer,1668.0,349.0,0.209233
2002,males,Acute lymphoblastic leukaemia,158.0,71.0,0.449367
2002,males,Acute myeloid leukaemia,470.0,391.0,0.831915
2002,males,Anal cancer,41.0,10.0,0.243902
2002,males,Bladder cancer,1648.0,640.0,0.38835
2002,males,Bowel cancer,6877.0,2386.0,0.346954
2002,males,Brain cancer,822.0,652.0,0.793187
2002,males,Breast cancer,84.0,17.0,0.202381
2002,males,Chronic lymphocytic leukaemia,618.0,175.0,0.283172
2002,males,Chronic myeloid leukaemia,168.0,78.0,0.464286
2002,males,Colon cancer,4212.0,1589.0,0.377255
2002,males,Head and neck excluding lip,1805.0,700.0,0.387812
2002,males,Head and neck including lip,2564.0,714.0,0.278471
2002,males,Hodgkin lymphoma,264.0,42.0,0.159091
2002,males,Kidney cancer,1331.0,513.0,0.385424
2002,males,Laryngeal cancer,476.0,203.0,0.426471
2002,males,Liver cancer,656.0,549.0,0.83689
2002,males,Lung cancer,5486.0,4722.0,0.860736
2002,males,Melanoma of the skin,5597.0,723.0,0.129176
2002,males,Mesothelioma,455.0,406.0,0.892308
2002,males,Myeloma,671.0,399.0,0.594635
2002,males,Non-Hodgkin lymphoma,2013.0,825.0,0.409836
2002,males,Oesophageal cancer,724.0,686.0,0.947514
2002,males,Pancreatic cancer,959.0,959.0,1.0
2002,males,Prostate cancer,12251.0,2820.0,0.230185
2002,males,Rectal cancer,2665.0,797.0,0.299062
2002,males,Stomach cancer,1214.0,772.0,0.635914
2002,males,Testicular cancer,641.0,26.0,0.040562
2002,males,Thyroid cancer,289.0,36.0,0.124567
2002,males,Tongue cancer,333.0,127.0,0.381381
2002,males,Unknown primary site,1652.0,1023.0,0.619249
2002,persons,Acute lymphoblastic leukaemia,304.0,126.0,0.414474
2002,persons,Acute myeloid leukaemia,817.0,666.0,0.815177
2002,persons,Anal cancer,39.0,11.0,0.282051
2002,persons,Bladder cancer,2282.0,917.0,0.40184
2002,persons,Bowel cancer,12494.0,4538.0,0.363214
2002,persons,Brain cancer,1445.0,1144.0,0.791696
2002,persons,Breast cancer,12169.0,2698.0,0.221711
2002,persons,Chronic lymphocytic leukaemia,1028.0,276.0,0.268482
2002,persons,Chronic myeloid leukaemia,274.0,150.0,0.547445
2002,persons,Colon cancer,8163.0,3201.0,0.392135
2002,persons,Head and neck excluding lip,2430.0,931.0,0.383128
2002,persons,Head and neck including lip,3515.0,948.0,0.269701
2002,persons,Hodgkin lymphoma,473.0,73.0,0.154334
2002,persons,Kidney cancer,2121.0,835.0,0.393682
2002,persons,Laryngeal cancer,542.0,241.0,0.444649
2002,persons,Liver cancer,904.0,850.0,0.940265
2002,persons,Lung cancer,8604.0,7248.0,0.842399
2002,persons,Melanoma of the skin,9828.0,1053.0,0.107143
2002,persons,Mesothelioma,563.0,490.0,0.870337
2002,persons,Myeloma,1182.0,726.0,0.614213
2002,persons,Non-Hodgkin lymphoma,3701.0,1523.0,0.41151
2002,persons,Oesophageal cancer,1088.0,1005.0,0.923713
2002,persons,Pancreatic cancer,1895.0,1841.0,0.971504
2002,persons,Rectal cancer,4331.0,1337.0,0.308705
2002,persons,Stomach cancer,1914.0,1219.0,0.636886
2002,persons,Thyroid cancer,1213.0,100.0,0.08244
2002,persons,Tongue cancer,477.0,185.0,0.387841
2002,persons,Unknown primary site,3193.0,2122.0,0.664579
2003,females,Acute lymphoblastic leukaemia,142.0,60.0,0.422535
2003,females,Acute myeloid leukaemia,369.0,272.0,0.737127
2003,females,Anal cancer,42.0,10.0,0.238095
2003,females,Bladder cancer,562.0,277.0,0.492883
2003,females,Bowel cancer,5725.0,1990.0,0.347598
2003,females,Brain cancer,594.0,473.0,0.796296
2003,females,Breast cancer,11861.0,2710.0,0.22848
2003,females,Cervical cancer,730.0,239.0,0.327397
2003,females,Chronic lymphocytic leukaemia,419.0,110.0,0.26253
2003,females,Chronic myeloid leukaemia,118.0,57.0,0.483051
2003,females,Colon cancer,3992.0,1441.0,0.360972
2003,females,Head and neck excluding lip,652.0,252.0,0.386503
2003,females,Head and neck including lip,924.0,255.0,0.275974
2003,females,Hodgkin lymphoma,186.0,33.0,0.177419
2003,females,Kidney cancer,741.0,306.0,0.412955
2003,females,Laryngeal cancer,61.0,27.0,0.442623
2003,females,Liver cancer,282.0,289.0,1.024823
2003,females,Lung cancer,3046.0,2482.0,0.814839
2003,females,Melanoma of the skin,4019.0,382.0,0.095049
2003,females,Mesothelioma,113.0,84.0,0.743363
2003,females,Myeloma,544.0,343.0,0.630515
2003,females,Non-Hodgkin lymphoma,1679.0,659.0,0.392496
2003,females,Oesophageal cancer,400.0,363.0,0.9075
2003,females,Ovarian cancer,1144.0,781.0,0.682692
2003,females,Pancreatic cancer,1003.0,940.0,0.937188
2003,females,Rectal cancer,1733.0,549.0,0.316792
2003,females,Stomach cancer,657.0,483.0,0.73516
2003,females,Thyroid cancer,1053.0,44.0,0.041785
2003,females,Tongue cancer,150.0,58.0,0.386667
2003,females,Unknown primary site,1521.0,1126.0,0.740302
2003,females,Uterine cancer,1706.0,297.0,0.174091
2003,males,Acute lymphoblastic leukaemia,179.0,76.0,0.424581
2003,males,Acute myeloid leukaemia,478.0,367.0,0.767782
2003,males,Anal cancer,35.0,13.0,0.371429
2003,males,Bladder cancer,1608.0,594.0,0.369403
2003,males,Bowel cancer,6876.0,2383.0,0.346568
2003,males,Brain cancer,775.0,638.0,0.823226
2003,males,Breast cancer,101.0,10.0,0.09901
2003,males,Chronic lymphocytic leukaemia,594.0,174.0,0.292929
2003,males,Chronic myeloid leukaemia,155.0,72.0,0.464516
2003,males,Colon cancer,4192.0,1571.0,0.374761
2003,males,Head and neck excluding lip,1855.0,668.0,0.360108
2003,males,Head and neck including lip,2588.0,676.0,0.261206
2003,males,Hodgkin lymphoma,250.0,34.0,0.136
2003,males,Kidney cancer,1324.0,492.0,0.371601
2003,males,Laryngeal cancer,505.0,197.0,0.390099
2003,males,Liver cancer,644.0,604.0,0.937888
2003,males,Lung cancer,5438.0,4510.0,0.829349
2003,males,Melanoma of the skin,5565.0,764.0,0.137287
2003,males,Mesothelioma,540.0,426.0,0.788889
2003,males,Myeloma,671.0,399.0,0.594635
2003,males,Non-Hodgkin lymphoma,2105.0,810.0,0.384798
2003,males,Oesophageal cancer,768.0,767.0,0.998698
2003,males,Pancreatic cancer,1085.0,942.0,0.868203
2003,males,Prostate cancer,13867.0,2837.0,0.204586
2003,males,Rectal cancer,2684.0,812.0,0.302534
2003,males,Stomach cancer,1223.0,687.0,0.561733
2003,males,Testicular cancer,635.0,17.0,0.026772
2003,males,Thyroid cancer,360.0,42.0,0.116667
2003,males,Tongue cancer,341.0,120.0,0.351906
2003,males,Unknown primary site,1546.0,1171.0,0.757439
2003,persons,Acute lymphoblastic leukaemia,321.0,136.0,0.423676
2003,persons,Acute myeloid leukaemia,847.0,639.0,0.754427
2003,persons,Anal cancer,37.0,11.0,0.297297
2003,persons,Bladder cancer,2170.0,871.0,0.401382
2003,persons,Bowel cancer,12601.0,4373.0,0.347036
2003,persons,Brain cancer,1369.0,1111.0,0.811541
2003,persons,Breast cancer,11962.0,2720.0,0.227387
2003,persons,Chronic lymphocytic leukaemia,1013.0,284.0,0.280355
2003,persons,Chronic myeloid leukaemia,273.0,129.0,0.472527
2003,persons,Colon cancer,8184.0,3012.0,0.368035
2003,persons,Head and neck excluding lip,2507.0,920.0,0.366972
2003,persons,Head and neck including lip,3512.0,931.0,0.265091
2003,persons,Hodgkin lymphoma,436.0,67.0,0.15367
2003,persons,Kidney cancer,2065.0,798.0,0.386441
2003,persons,Laryngeal cancer,566.0,224.0,0.39576
2003,persons,Liver cancer,926.0,893.0,0.964363
2003,persons,Lung cancer,8484.0,6992.0,0.82414
2003,persons,Melanoma of the skin,9584.0,1146.0,0.119574
2003,persons,Mesothelioma,653.0,510.0,0.781011
2003,persons,Myeloma,1215.0,742.0,0.6107
2003,persons,Non-Hodgkin lymphoma,3784.0,1469.0,0.388214
2003,persons,Oesophageal cancer,1168.0,1130.0,0.967466
2003,persons,Pancreatic cancer,2088.0,1882.0,0.901341
2003,persons,Rectal cancer,4417.0,1361.0,0.308128
2003,persons,Stomach cancer,1880.0,1170.0,0.62234
2003,persons,Thyroid cancer,1413.0,86.0,0.060863
2003,persons,Tongue cancer,491.0,178.0,0.362525
2003,persons,Unknown primary site,3067.0,2297.0,0.74894
2004,females,Acute lymphoblastic leukaemia,154.0,51.0,0.331169
2004,females,Acute myeloid leukaemia,372.0,299.0,0.803763
2004,females,Anal cancer,36.0,7.0,0.194444
2004,females,Bladder cancer,552.0,315.0,0.570652
2004,females,Bowel cancer,5844.0,1873.0,0.3205
2004,females,Brain cancer,566.0,444.0,0.784452
2004,females,Breast cancer,12200.0,2665.0,0.218443
2004,females,Cervical cancer,726.0,210.0,0.289256
2004,females,Chronic lymphocytic leukaemia,422.0,99.0,0.234597
2004,females,Chronic myeloid leukaemia,113.0,53.0,0.469027
2004,females,Colon cancer,4178.0,1342.0,0.321206
2004,females,Head and neck excluding lip,705.0,219.0,0.310638
2004,females,Head and neck including lip,945.0,221.0,0.233862
2004,females,Hodgkin lymphoma,236.0,26.0,0.110169
2004,females,Kidney cancer,834.0,354.0,0.42446
2004,females,Laryngeal cancer,69.0,27.0,0.391304
2004,females,Liver cancer,310.0,329.0,1.06129
2004,females,Lung cancer,3330.0,2528.0,0.759159
2004,females,Melanoma of the skin,4258.0,385.0,0.090418
2004,females,Mesothelioma,93.0,87.0,0.935484
2004,females,Myeloma,532.0,358.0,0.672932
2004,females,Non-Hodgkin lymphoma,1697.0,710.0,0.418385
2004,females,Oesophageal cancer,403.0,316.0,0.784119
2004,females,Ovarian cancer,1281.0,852.0,0.665105
2004,females,Pancreatic cancer,1099.0,985.0,0.896269
2004,females,Rectal cancer,1666.0,531.0,0.318727
2004,females,Stomach cancer,665.0,425.0,0.639098
2004,females,Thyroid cancer,1131.0,51.0,0.045093
2004,females,Tongue cancer,178.0,47.0,0.264045
2004,females,Unknown primary site,1402.0,1209.0,0.86234
2004,females,Uterine cancer,1816.0,323.0,0.177863
2004,males,Acute lymphoblastic leukaemia,185.0,52.0,0.281081
2004,males,Acute myeloid leukaemia,426.0,398.0,0.934272
2004,males,Anal cancer,41.0,10.0,0.243902
2004,males,Bladder cancer,1624.0,589.0,0.362685
2004,males,Bowel cancer,7186.0,2197.0,0.305733
2004,males,Brain cancer,806.0,639.0,0.792804
2004,males,Breast cancer,108.0,19.0,0.175926
2004,males,Chronic lymphocytic leukaemia,732.0,173.0,0.236339
2004,males,Chronic myeloid leukaemia,156.0,76.0,0.487179
2004,males,Colon cancer,4389.0,1448.0,0.329916
2004,males,Head and neck excluding lip,1849.0,661.0,0.357491
2004,males,Head and neck including lip,2484.0,666.0,0.268116
2004,males,Hodgkin lymphoma,246.0,45.0,0.182927
2004,males,Kidney cancer,1414.0,497.0,0.351485
2004,males,Laryngeal cancer,533.0,191.0,0.358349
2004,males,Liver cancer,708.0,568.0,0.80226
2004,males,Lung cancer,5934.0,4739.0,0.798618
2004,males,Melanoma of the skin,5582.0,815.0,0.146005
2004,males,Mesothelioma,511.0,458.0,0.896282
2004,males,Myeloma,706.0,432.0,0.611898
2004,males,Non-Hodgkin lymphoma,2140.0,757.0,0.353738
2004,males,Oesophageal cancer,817.0,772.0,0.94492
2004,males,Pancreatic cancer,1015.0,1013.0,0.99803
2004,males,Prostate cancer,16035.0,2794.0,0.174244
2004,males,Rectal cancer,2797.0,749.0,0.267787
2004,males,Stomach cancer,1276.0,720.0,0.564263
2004,males,Testicular cancer,673.0,14.0,0.020802
2004,males,Thyroid cancer,375.0,42.0,0.112
2004,males,Tongue cancer,339.0,105.0,0.309735
2004,males,Unknown primary site,1504.0,1308.0,0.869681
2004,persons,Acute lymphoblastic leukaemia,339.0,103.0,0.303835
2004,persons,Acute myeloid leukaemia,798.0,697.0,0.873434
2004,persons,Anal cancer,39.0,8.0,0.205128
2004,persons,Bladder cancer,2176.0,904.0,0.415441
2004,persons,Bowel cancer,13030.0,4070.0,0.312356
2004,persons,Brain cancer,1372.0,1083.0,0.789359
2004,persons,Breast cancer,12308.0,2684.0,0.21807
2004,persons,Chronic lymphocytic leukaemia,1154.0,272.0,0.235702
2004,persons,Chronic myeloid leukaemia,269.0,129.0,0.479554
2004,persons,Colon cancer,8567.0,2790.0,0.325668
2004,persons,Head and neck excluding lip,2554.0,880.0,0.344558
2004,persons,Head and neck including lip,3429.0,887.0,0.258676
2004,persons,Hodgkin lymphoma,482.0,71.0,0.147303
2004,persons,Kidney cancer,2248.0,851.0,0.378559
2004,persons,Laryngeal cancer,602.0,218.0,0.362126
2004,persons,Liver cancer,1018.0,897.0,0.881139
2004,persons,Lung cancer,9264.0,7267.0,0.784434
2004,persons,Melanoma of the skin,9840.0,1200.0,0.121951
2004,persons,Mesothelioma,604.0,545.0,0.902318
2004,persons,Myeloma,1238.0,790.0,0.638126
2004,persons,Non-Hodgkin lymphoma,3837.0,1467.0,0.38233
2004,persons,Oesophageal cancer,1220.0,1088.0,0.891803
2004,persons,Pancreatic cancer,2114.0,1998.0,0.945128
2004,persons,Rectal cancer,4463.0,1280.0,0.286803
2004,persons,Stomach cancer,1941.0,1145.0,0.589902
2004,persons,Thyroid cancer,1506.0,93.0,0.061753
2004,persons,Tongue cancer,517.0,152.0,0.294004
2004,persons,Unknown primary site,2906.0,2517.0,0.866139
2005,females,Acute lymphoblastic leukaemia,121.0,47.0,0.38843
2005,females,Acute myeloid leukaemia,375.0,297.0,0.792
2005,females,Anal cancer,44.0,10.0,0.227273
2005,females,Bladder cancer,556.0,251.0,0.451439
2005,females,Bowel cancer,5931.0,1843.0,0.31074
2005,females,Brain cancer,615.0,436.0,0.708943
2005,females,Breast cancer,12257.0,2710.0,0.221098
2005,females,Cervical cancer,735.0,221.0,0.30068
2005,females,Chronic lymphocytic leukaemia,356.0,107.0,0.300562
2005,females,Chronic myeloid leukaemia,110.0,46.0,0.418182
2005,females,Colon cancer,4211.0,1262.0,0.299691
2005,females,Head and neck excluding lip,737.0,212.0,0.287653
2005,females,Head and neck including lip,963.0,214.0,0.222222
2005,females,Hodgkin lymphoma,249.0,31.0,0.124498
2005,females,Kidney cancer,784.0,343.0,0.4375
2005,females,Laryngeal cancer,61.0,24.0,0.393443
2005,females,Liver cancer,363.0,353.0,0.972452
2005,females,Lung cancer,3532.0,2719.0,0.769819
2005,females,Melanoma of the skin,4680.0,413.0,0.088248
2005,females,Mesothelioma,113.0,93.0,0.823009
2005,females,Myeloma,587.0,304.0,0.517888
2005,females,Non-Hodgkin lymphoma,1859.0,658.0,0.353954
2005,females,Oesophageal cancer,361.0,371.0,1.027701
2005,females,Ovarian cancer,1248.0,888.0,0.711538
2005,females,Pancreatic cancer,1089.0,1062.0,0.975207
2005,females,Rectal cancer,1720.0,581.0,0.337791
2005,females,Stomach cancer,686.0,395.0,0.575802
2005,females,Thyroid cancer,1220.0,54.0,0.044262
2005,females,Tongue cancer,174.0,45.0,0.258621
2005,females,Unknown primary site,1367.0,1113.0,0.814192
2005,females,Uterine cancer,1844.0,346.0,0.187636
2005,males,Acute lymphoblastic leukaemia,174.0,65.0,0.373563
2005,males,Acute myeloid leukaemia,487.0,368.0,0.755647
2005,males,Anal cancer,46.0,7.0,0.152174
2005,males,Bladder cancer,1673.0,659.0,0.393903
2005,males,Bowel cancer,7210.0,2322.0,0.322053
2005,males,Brain cancer,829.0,614.0,0.740651
2005,males,Breast cancer,97.0,19.0,0.195876
2005,males,Chronic lymphocytic leukaemia,647.0,188.0,0.290572
2005,males,Chronic myeloid leukaemia,166.0,62.0,0.373494
2005,males,Colon cancer,4422.0,1413.0,0.319539
2005,males,Head and neck excluding lip,1976.0,680.0,0.34413
2005,males,Head and neck including lip,2589.0,688.0,0.26574
2005,males,Hodgkin lymphoma,283.0,34.0,0.120141
2005,males,Kidney cancer,1562.0,510.0,0.326504
2005,males,Laryngeal cancer,529.0,190.0,0.359168
2005,males,Liver cancer,763.0,600.0,0.78637
2005,males,Lung cancer,5859.0,4716.0,0.804916
2005,males,Melanoma of the skin,6121.0,860.0,0.1405
2005,males,Mesothelioma,500.0,445.0,0.89
2005,males,Myeloma,691.0,405.0,0.586107
2005,males,Non-Hodgkin lymphoma,2139.0,730.0,0.341281
2005,males,Oesophageal cancer,816.0,805.0,0.98652
2005,males,Pancreatic cancer,1166.0,964.0,0.826758
2005,males,Prostate cancer,16801.0,2952.0,0.175704
2005,males,Rectal cancer,2788.0,909.0,0.32604
2005,males,Stomach cancer,1236.0,696.0,0.563107
2005,males,Testicular cancer,682.0,22.0,0.032258
2005,males,Thyroid cancer,396.0,37.0,0.093434
2005,males,Tongue cancer,318.0,103.0,0.323899
2005,males,Unknown primary site,1460.0,1299.0,0.889726
2005,persons,Acute lymphoblastic leukaemia,295.0,112.0,0.379661
2005,persons,Acute myeloid leukaemia,862.0,665.0,0.771462
2005,persons,Anal cancer,42.0,9.0,0.214286
2005,persons,Bladder cancer,2229.0,910.0,0.408255
2005,persons,Bowel cancer,13141.0,4165.0,0.316947
2005,persons,Brain cancer,1444.0,1050.0,0.727147
