year,sex,cancer_type,cancer_cases,cancer_deaths,fatality_ratio
1994,males,Tongue cancer,242.0,120.0,0.495868
1994,males,Unknown primary site,1490.0,1150.0,0.771812
1994,persons,Acute lymphoblastic leukaemia,275.0,149.0,0.541818
1994,persons,Acute myeloid leukaemia,640.0,532.0,0.83125
1994,persons,Anal cancer,36.0,12.0,0.333333
1994,persons,Bladder cancer,2112.0,725.0,0.343277
1994,persons,Bowel cancer,10281.0,4587.0,0.446163
1994,persons,Brain cancer,1159.0,988.0,0.852459
1994,persons,Breast cancer,9819.0,2689.0,0.273857
1994,persons,Chronic lymphocytic leukaemia,764.0,265.0,0.346859
1994,persons,Chronic myeloid leukaemia,328.0,211.0,0.643293
1994,persons,Colon cancer,6695.0,3538.0,0.528454
1994,persons,Head and neck excluding lip,2235.0,931.0,0.416555
1994,persons,Head and neck including lip,3216.0,945.0,0.293843
1994,persons,Hodgkin lymphoma,360.0,73.0,0.202778
1994,persons,Kidney cancer,1505.0,729.0,0.484385
1994,persons,Laryngeal cancer,556.0,239.0,0.429856
1994,persons,Liver cancer,528.0,554.0,1.049242
1994,persons,Lung cancer,7674.0,6734.0,0.877508
1994,persons,Melanoma of the skin,6939.0,897.0,0.129269
1994,persons,Myeloma,832.0,608.0,0.730769
1994,persons,Non-Hodgkin lymphoma,2761.0,1405.0,0.508874
1994,persons,Oesophageal cancer,956.0,875.0,0.915272
1994,persons,Pancreatic cancer,1591.0,1480.0,0.930233
1994,persons,Rectal cancer,3586.0,1049.0,0.292526
1994,persons,Stomach cancer,1835.0,1295.0,0.705722
1994,persons,Thyroid cancer,724.0,65.0,0.089779
1994,persons,Tongue cancer,372.0,173.0,0.465054
1994,persons,Unknown primary site,2756.0,2090.0,0.758345
1995,females,Acute lymphoblastic leukaemia,105.0,56.0,0.533333
1995,females,Acute myeloid leukaemia,296.0,254.0,0.858108
1995,females,Anal cancer,36.0,10.0,0.277778
1995,females,Bladder cancer,510.0,235.0,0.460784
1995,females,Bowel cancer,4774.0,2068.0,0.43318
1995,females,Brain cancer,481.0,400.0,0.831601
1995,females,Breast cancer,10061.0,2635.0,0.261902
1995,females,Cervical cancer,961.0,334.0,0.347555
1995,females,Chronic lymphocytic leukaemia,331.0,104.0,0.314199
1995,females,Chronic myeloid leukaemia,139.0,80.0,0.57554
1995,females,Colon cancer,3344.0,1636.0,0.489234
1995,females,Head and neck excluding lip,638.0,215.0,0.336991
1995,females,Head and neck including lip,886.0,216.0,0.243792
1995,females,Hodgkin lymphoma,152.0,31.0,0.203947
1995,females,Kidney cancer,583.0,321.0,0.5506
1995,females,Laryngeal cancer,74.0,23.0,0.310811
1995,females,Liver cancer,141.0,192.0,1.361702
1995,females,Lung cancer,2329.0,1999.0,0.858308
1995,females,Melanoma of the skin,3316.0,334.0,0.100724
1995,females,Myeloma,440.0,250.0,0.568182
1995,females,Non-Hodgkin lymphoma,1364.0,688.0,0.504399
1995,females,Oesophageal cancer,360.0,295.0,0.819444
1995,females,Ovarian cancer,1075.0,716.0,0.666047
1995,females,Pancreatic cancer,806.0,757.0,0.939206
1995,females,Rectal cancer,1430.0,432.0,0.302098
1995,females,Stomach cancer,673.0,458.0,0.680535
1995,females,Thyroid cancer,612.0,41.0,0.066993
1995,females,Tongue cancer,121.0,47.0,0.38843
1995,females,Unknown primary site,1462.0,1042.0,0.712722
1995,females,Uterine cancer,1351.0,291.0,0.215396
1995,males,Acute lymphoblastic leukaemia,128.0,81.0,0.632812
1995,males,Acute myeloid leukaemia,335.0,332.0,0.991045
1995,males,Anal cancer,38.0,7.0,0.184211
1995,males,Bladder cancer,1560.0,580.0,0.371795
1995,males,Bowel cancer,5742.0,2400.0,0.417973
1995,males,Brain cancer,688.0,557.0,0.809593
1995,males,Breast cancer,56.0,23.0,0.410714
1995,males,Chronic lymphocytic leukaemia,435.0,129.0,0.296552
1995,males,Chronic myeloid leukaemia,185.0,111.0,0.6
1995,males,Colon cancer,3495.0,1729.0,0.494707
1995,males,Head and neck excluding lip,1718.0,681.0,0.396391
1995,males,Head and neck including lip,2476.0,691.0,0.279079
1995,males,Hodgkin lymphoma,186.0,25.0,0.134409
1995,males,Kidney cancer,1016.0,425.0,0.418307
1995,males,Laryngeal cancer,523.0,203.0,0.388145
1995,males,Liver cancer,377.0,387.0,1.026525
1995,males,Lung cancer,5216.0,4698.0,0.90069
1995,males,Melanoma of the skin,4148.0,601.0,0.144889
1995,males,Myeloma,471.0,306.0,0.649682
1995,males,Non-Hodgkin lymphoma,1508.0,721.0,0.478117
1995,males,Oesophageal cancer,588.0,615.0,1.045918
1995,males,Pancreatic cancer,797.0,776.0,0.973651
1995,males,Prostate cancer,12397.0,2564.0,0.206824
1995,males,Rectal cancer,2247.0,671.0,0.29862
1995,males,Stomach cancer,1274.0,818.0,0.642072
1995,males,Testicular cancer,511.0,38.0,0.074364
1995,males,Thyroid cancer,201.0,22.0,0.109453
1995,males,Tongue cancer,282.0,124.0,0.439716
1995,males,Unknown primary site,1428.0,1106.0,0.77451
1995,persons,Acute lymphoblastic leukaemia,233.0,137.0,0.587983
1995,persons,Acute myeloid leukaemia,631.0,586.0,0.928685
1995,persons,Anal cancer,40.0,9.0,0.225
1995,persons,Bladder cancer,2070.0,815.0,0.39372
1995,persons,Bowel cancer,10516.0,4468.0,0.424876
1995,persons,Brain cancer,1169.0,957.0,0.818648
1995,persons,Breast cancer,10117.0,2658.0,0.262726
1995,persons,Chronic lymphocytic leukaemia,766.0,233.0,0.304178
1995,persons,Chronic myeloid leukaemia,324.0,191.0,0.589506
1995,persons,Colon cancer,6839.0,3365.0,0.492031
1995,persons,Head and neck excluding lip,2356.0,896.0,0.380306
1995,persons,Head and neck including lip,3362.0,907.0,0.26978
1995,persons,Hodgkin lymphoma,338.0,56.0,0.16568
1995,persons,Kidney cancer,1599.0,746.0,0.466542
1995,persons,Laryngeal cancer,597.0,226.0,0.378559
1995,persons,Liver cancer,518.0,579.0,1.117761
1995,persons,Lung cancer,7545.0,6697.0,0.887608
1995,persons,Melanoma of the skin,7464.0,935.0,0.125268
1995,persons,Myeloma,911.0,556.0,0.610318
1995,persons,Non-Hodgkin lymphoma,2872.0,1409.0,0.490599
1995,persons,Oesophageal cancer,948.0,910.0,0.959916
1995,persons,Pancreatic cancer,1603.0,1533.0,0.956332
1995,persons,Rectal cancer,3677.0,1103.0,0.299973
1995,persons,Stomach cancer,1947.0,1276.0,0.655367
1995,persons,Thyroid cancer,813.0,63.0,0.077491
1995,persons,Tongue cancer,403.0,171.0,0.424318
1995,persons,Unknown primary site,2890.0,2148.0,0.743253
1996,females,Acute lymphoblastic leukaemia,131.0,54.0,0.412214
1996,females,Acute myeloid leukaemia,307.0,267.0,0.869707
1996,females,Anal cancer,38.0,9.0,0.236842
1996,females,Bladder cancer,478.0,235.0,0.491632
1996,females,Bowel cancer,4869.0,2107.0,0.432738
1996,females,Brain cancer,495.0,407.0,0.822222
1996,females,Breast cancer,9741.0,2620.0,0.268966
1996,females,Cervical cancer,940.0,301.0,0.320213
1996,females,Chronic lymphocytic leukaemia,317.0,87.0,0.274448
1996,females,Chronic myeloid leukaemia,138.0,73.0,0.528986
1996,females,Colon cancer,3426.0,1700.0,0.496205
1996,females,Head and neck excluding lip,592.0,246.0,0.415541
1996,females,Head and neck including lip,907.0,249.0,0.274531
1996,females,Hodgkin lymphoma,164.0,33.0,0.20122
1996,females,Kidney cancer,592.0,306.0,0.516892
1996,females,Laryngeal cancer,61.0,30.0,0.491803
1996,females,Liver cancer,145.0,181.0,1.248276
1996,females,Lung cancer,2434.0,2021.0,0.83032
1996,females,Melanoma of the skin,3473.0,323.0,0.093003
1996,females,Myeloma,428.0,271.0,0.633178
1996,females,Non-Hodgkin lymphoma,1393.0,677.0,0.486001
1996,females,Oesophageal cancer,354.0,324.0,0.915254
1996,females,Ovarian cancer,1076.0,784.0,0.728625
1996,females,Pancreatic cancer,826.0,822.0,0.995157
1996,females,Rectal cancer,1443.0,407.0,0.282051
1996,females,Stomach cancer,661.0,474.0,0.717095
1996,females,Thyroid cancer,648.0,43.0,0.066358
1996,females,Tongue cancer,134.0,59.0,0.440299
1996,females,Unknown primary site,1382.0,1091.0,0.789436
1996,females,Uterine cancer,1315.0,273.0,0.207605
1996,males,Acute lymphoblastic leukaemia,158.0,86.0,0.544304
1996,males,Acute myeloid leukaemia,353.0,302.0,0.855524
1996,males,Anal cancer,45.0,10.0,0.222222
1996,males,Bladder cancer,1483.0,543.0,0.36615
1996,males,Bowel cancer,6008.0,2453.0,0.408289
1996,males,Brain cancer,696.0,594.0,0.853448
1996,males,Breast cancer,87.0,21.0,0.241379
1996,males,Chronic lymphocytic leukaemia,465.0,166.0,0.356989
1996,males,Chronic myeloid leukaemia,182.0,138.0,0.758242
1996,males,Colon cancer,3679.0,1846.0,0.501767
1996,males,Head and neck excluding lip,1690.0,757.0,0.447929
1996,males,Head and neck including lip,2517.0,762.0,0.302741
1996,males,Hodgkin lymphoma,225.0,39.0,0.173333
1996,males,Kidney cancer,1029.0,437.0,0.424684
1996,males,Laryngeal cancer,516.0,218.0,0.422481
1996,males,Liver cancer,427.0,397.0,0.929742
1996,males,Lung cancer,5365.0,4746.0,0.884623
1996,males,Melanoma of the skin,4355.0,582.0,0.133639
1996,males,Myeloma,502.0,324.0,0.645418
1996,males,Non-Hodgkin lymphoma,1681.0,698.0,0.415229
1996,males,Oesophageal cancer,634.0,606.0,0.955836
1996,males,Pancreatic cancer,847.0,779.0,0.919717
1996,males,Prostate cancer,10339.0,2642.0,0.255537
1996,males,Rectal cancer,2329.0,607.0,0.260627
1996,males,Stomach cancer,1186.0,752.0,0.634064
1996,males,Testicular cancer,549.0,29.0,0.052823
1996,males,Thyroid cancer,245.0,29.0,0.118367
1996,males,Tongue cancer,266.0,135.0,0.507519
1996,males,Unknown primary site,1547.0,1147.0,0.741435
1996,persons,Acute lymphoblastic leukaemia,289.0,140.0,0.484429
1996,persons,Acute myeloid leukaemia,660.0,569.0,0.862121
1996,persons,Anal cancer,42.0,8.0,0.190476
1996,persons,Bladder cancer,1961.0,778.0,0.396736
1996,persons,Bowel cancer,10877.0,4560.0,0.419233
1996,persons,Brain cancer,1191.0,1001.0,0.84047
1996,persons,Breast cancer,9828.0,2641.0,0.268722
1996,persons,Chronic lymphocytic leukaemia,782.0,253.0,0.323529
1996,persons,Chronic myeloid leukaemia,320.0,211.0,0.659375
1996,persons,Colon cancer,7105.0,3546.0,0.499085
1996,persons,Head and neck excluding lip,2282.0,1003.0,0.439527
1996,persons,Head and neck including lip,3424.0,1011.0,0.295269
1996,persons,Hodgkin lymphoma,389.0,72.0,0.18509
1996,persons,Kidney cancer,1621.0,743.0,0.458359
1996,persons,Laryngeal cancer,577.0,248.0,0.429809
1996,persons,Liver cancer,572.0,578.0,1.01049
1996,persons,Lung cancer,7799.0,6767.0,0.867675
1996,persons,Melanoma of the skin,7828.0,905.0,0.115611
1996,persons,Myeloma,930.0,595.0,0.639785
1996,persons,Non-Hodgkin lymphoma,3074.0,1375.0,0.4473
1996,persons,Oesophageal cancer,988.0,930.0,0.941296
1996,persons,Pancreatic cancer,1673.0,1601.0,0.956964
1996,persons,Rectal cancer,3772.0,1014.0,0.268823
1996,persons,Stomach cancer,1847.0,1226.0,0.663779
1996,persons,Thyroid cancer,893.0,72.0,0.080627
1996,persons,Tongue cancer,400.0,194.0,0.485
1996,persons,Unknown primary site,2929.0,2238.0,0.764083
1997,females,Acute lymphoblastic leukaemia,115.0,54.0,0.469565
1997,females,Acute myeloid leukaemia,313.0,244.0,0.779553
1997,females,Anal cancer,32.0,10.0,0.3125
1997,females,Bladder cancer,541.0,255.0,0.471349
1997,females,Bowel cancer,5040.0,2104.0,0.41746
1997,females,Brain cancer,502.0,436.0,0.868526
1997,females,Breast cancer,10197.0,2604.0,0.255369
1997,females,Cervical cancer,810.0,285.0,0.351852
1997,females,Chronic lymphocytic leukaemia,267.0,112.0,0.419476
1997,females,Chronic myeloid leukaemia,122.0,63.0,0.516393
1997,females,Colon cancer,3546.0,1658.0,0.467569
1997,females,Head and neck excluding lip,646.0,213.0,0.329721
1997,females,Head and neck including lip,970.0,216.0,0.22268
1997,females,Hodgkin lymphoma,190.0,28.0,0.147368
1997,females,Kidney cancer,630.0,303.0,0.480952
1997,females,Laryngeal cancer,68.0,35.0,0.514706
1997,females,Liver cancer,159.0,209.0,1.314465
1997,females,Lung cancer,2570.0,2068.0,0.804669
1997,females,Melanoma of the skin,3743.0,325.0,0.086829
1997,females,Mesothelioma,75.0,63.0,0.84
1997,females,Myeloma,432.0,272.0,0.62963
1997,females,Non-Hodgkin lymphoma,1436.0,726.0,0.505571
1997,females,Oesophageal cancer,349.0,286.0,0.819484
1997,females,Ovarian cancer,1062.0,729.0,0.686441
1997,females,Pancreatic cancer,865.0,830.0,0.959538
1997,females,Rectal cancer,1494.0,446.0,0.298527
1997,females,Stomach cancer,723.0,473.0,0.654219
1997,females,Thyroid cancer,643.0,38.0,0.059098
1997,females,Tongue cancer,164.0,48.0,0.292683
1997,females,Unknown primary site,1409.0,1021.0,0.724627
1997,females,Uterine cancer,1388.0,270.0,0.194524
1997,males,Acute lymphoblastic leukaemia,138.0,62.0,0.449275
1997,males,Acute myeloid leukaemia,372.0,293.0,0.787634
1997,males,Anal cancer,33.0,5.0,0.151515
1997,males,Bladder cancer,1531.0,556.0,0.363161
1997,males,Bowel cancer,6095.0,2526.0,0.414438
1997,males,Brain cancer,686.0,581.0,0.846939
1997,males,Breast cancer,71.0,19.0,0.267606
1997,males,Chronic lymphocytic leukaemia,437.0,165.0,0.377574
1997,males,Chronic myeloid leukaemia,185.0,76.0,0.410811
1997,males,Colon cancer,3719.0,1864.0,0.50121
1997,males,Head and neck excluding lip,1747.0,664.0,0.38008
1997,males,Head and neck including lip,2608.0,682.0,0.261503
1997,males,Hodgkin lymphoma,205.0,48.0,0.234146
1997,males,Kidney cancer,1041.0,436.0,0.418828
1997,males,Laryngeal cancer,519.0,221.0,0.425819
1997,males,Liver cancer,462.0,454.0,0.982684
1997,males,Lung cancer,5434.0,4545.0,0.8364
1997,males,Melanoma of the skin,4691.0,577.0,0.123001
1997,males,Mesothelioma,393.0,353.0,0.898219
1997,males,Myeloma,519.0,327.0,0.630058
1997,males,Non-Hodgkin lymphoma,1699.0,816.0,0.480283
1997,males,Oesophageal cancer,628.0,659.0,1.049363
1997,males,Pancreatic cancer,847.0,772.0,0.911452
1997,males,Prostate cancer,10012.0,2449.0,0.244606
1997,males,Rectal cancer,2376.0,662.0,0.27862
1997,males,Stomach cancer,1203.0,772.0,0.641729
1997,males,Testicular cancer,567.0,24.0,0.042328
1997,males,Thyroid cancer,227.0,35.0,0.154185
1997,males,Tongue cancer,283.0,89.0,0.314488
1997,males,Unknown primary site,1608.0,1070.0,0.665423
1997,persons,Acute lymphoblastic leukaemia,253.0,116.0,0.458498
1997,persons,Acute myeloid leukaemia,685.0,537.0,0.783942
1997,persons,Anal cancer,33.0,7.0,0.212121
1997,persons,Bladder cancer,2072.0,811.0,0.391409
1997,persons,Bowel cancer,11135.0,4630.0,0.415806
1997,persons,Brain cancer,1188.0,1017.0,0.856061
1997,persons,Breast cancer,10268.0,2623.0,0.255454
1997,persons,Chronic lymphocytic leukaemia,704.0,277.0,0.393466
1997,persons,Chronic myeloid leukaemia,307.0,139.0,0.452769
1997,persons,Colon cancer,7265.0,3522.0,0.48479
1997,persons,Head and neck excluding lip,2393.0,877.0,0.366486
1997,persons,Head and neck including lip,3578.0,898.0,0.250978
1997,persons,Hodgkin lymphoma,395.0,76.0,0.192405
1997,persons,Kidney cancer,1671.0,739.0,0.44225
1997,persons,Laryngeal cancer,587.0,256.0,0.436116
1997,persons,Liver cancer,621.0,663.0,1.067633
1997,persons,Lung cancer,8004.0,6613.0,0.826212
1997,persons,Melanoma of the skin,8434.0,902.0,0.106948
1997,persons,Mesothelioma,468.0,416.0,0.888889
1997,persons,Myeloma,951.0,599.0,0.629863
1997,persons,Non-Hodgkin lymphoma,3135.0,1542.0,0.491866
1997,persons,Oesophageal cancer,977.0,945.0,0.967247
1997,persons,Pancreatic cancer,1712.0,1602.0,0.935748
1997,persons,Rectal cancer,3870.0,1108.0,0.286305
1997,persons,Stomach cancer,1926.0,1245.0,0.646417
1997,persons,Thyroid cancer,870.0,73.0,0.083908
1997,persons,Tongue cancer,447.0,137.0,0.306488
1997,persons,Unknown primary site,3017.0,2091.0,0.693073
1998,females,Acute lymphoblastic leukaemia,134.0,66.0,0.492537
1998,females,Acute myeloid leukaemia,311.0,271.0,0.871383
1998,females,Anal cancer,45.0,9.0,0.2
1998,females,Bladder cancer,575.0,245.0,0.426087
1998,females,Bowel cancer,5099.0,2134.0,0.418513
1998,females,Brain cancer,502.0,441.0,0.878486
1998,females,Breast cancer,10744.0,2541.0,0.236504
1998,females,Cervical cancer,872.0,260.0,0.298165
1998,females,Chronic lymphocytic leukaemia,331.0,98.0,0.296073
1998,females,Chronic myeloid leukaemia,108.0,56.0,0.518519
1998,females,Colon cancer,3616.0,1652.0,0.456858
1998,females,Head and neck excluding lip,659.0,206.0,0.312595
1998,females,Head and neck including lip,959.0,211.0,0.220021
1998,females,Hodgkin lymphoma,178.0,20.0,0.11236
1998,females,Kidney cancer,676.0,321.0,0.474852
1998,females,Laryngeal cancer,56.0,13.0,0.232143
1998,females,Liver cancer,163.0,206.0,1.263804
1998,females,Lung cancer,2560.0,2050.0,0.800781
1998,females,Melanoma of the skin,3506.0,343.0,0.097832
1998,females,Mesothelioma,61.0,43.0,0.704918
1998,females,Myeloma,469.0,284.0,0.605544
1998,females,Non-Hodgkin lymphoma,1469.0,752.0,0.511913
1998,females,Oesophageal cancer,377.0,330.0,0.875332
1998,females,Ovarian cancer,1127.0,751.0,0.666371
1998,females,Pancreatic cancer,910.0,805.0,0.884615
1998,females,Rectal cancer,1483.0,482.0,0.325017
1998,females,Stomach cancer,668.0,430.0,0.643713
1998,females,Thyroid cancer,723.0,29.0,0.040111
1998,females,Tongue cancer,150.0,40.0,0.266667
1998,females,Unknown primary site,1459.0,1062.0,0.727896
1998,females,Uterine cancer,1408.0,255.0,0.181108
1998,males,Acute lymphoblastic leukaemia,185.0,91.0,0.491892
1998,males,Acute myeloid leukaemia,378.0,338.0,0.89418
1998,males,Anal cancer,33.0,8.0,0.242424
1998,males,Bladder cancer,1550.0,553.0,0.356774
1998,males,Bowel cancer,6060.0,2465.0,0.406766
1998,males,Brain cancer,678.0,569.0,0.839233
1998,males,Breast cancer,90.0,19.0,0.211111
1998,males,Chronic lymphocytic leukaemia,454.0,147.0,0.323789
1998,males,Chronic myeloid leukaemia,166.0,100.0,0.60241
1998,males,Colon cancer,3690.0,1742.0,0.472087
1998,males,Head and neck excluding lip,1806.0,678.0,0.375415
1998,males,Head and neck including lip,2645.0,685.0,0.258979
1998,males,Hodgkin lymphoma,218.0,32.0,0.146789
1998,males,Kidney cancer,1169.0,450.0,0.384944
1998,males,Laryngeal cancer,566.0,185.0,0.326855
1998,males,Liver cancer,469.0,425.0,0.906183
1998,males,Lung cancer,5456.0,4715.0,0.864186
1998,males,Melanoma of the skin,4473.0,623.0,0.13928
1998,males,Mesothelioma,412.0,360.0,0.873786
1998,males,Myeloma,600.0,331.0,0.551667
1998,males,Non-Hodgkin lymphoma,1704.0,753.0,0.441901
1998,males,Oesophageal cancer,629.0,646.0,1.027027
1998,males,Pancreatic cancer,883.0,813.0,0.920725
1998,males,Prostate cancer,10121.0,2570.0,0.253927
1998,males,Rectal cancer,2370.0,723.0,0.305063
1998,males,Stomach cancer,1232.0,765.0,0.620942
1998,males,Testicular cancer,562.0,22.0,0.039146
1998,males,Thyroid cancer,264.0,37.0,0.140152
1998,males,Tongue cancer,278.0,128.0,0.460432
1998,males,Unknown primary site,1529.0,1093.0,0.714846
1998,persons,Acute lymphoblastic leukaemia,319.0,157.0,0.492163
1998,persons,Acute myeloid leukaemia,689.0,609.0,0.88389
1998,persons,Anal cancer,40.0,7.0,0.175
1998,persons,Bladder cancer,2125.0,798.0,0.375529
1998,persons,Bowel cancer,11159.0,4599.0,0.412134
1998,persons,Brain cancer,1180.0,1010.0,0.855932
1998,persons,Breast cancer,10834.0,2560.0,0.236293
1998,persons,Chronic lymphocytic leukaemia,785.0,245.0,0.312102
1998,persons,Chronic myeloid leukaemia,274.0,156.0,0.569343
1998,persons,Colon cancer,7306.0,3394.0,0.46455
1998,persons,Head and neck excluding lip,2465.0,884.0,0.358621
1998,persons,Head and neck including lip,3604.0,896.0,0.248613
1998,persons,Hodgkin lymphoma,396.0,52.0,0.131313
1998,persons,Kidney cancer,1845.0,771.0,0.417886
1998,persons,Laryngeal cancer,622.0,198.0,0.318328
1998,persons,Liver cancer,632.0,631.0,0.998418
1998,persons,Lung cancer,8016.0,6765.0,0.843937
1998,persons,Melanoma of the skin,7979.0,966.0,0.121068
1998,persons,Mesothelioma,473.0,403.0,0.852008
1998,persons,Myeloma,1069.0,615.0,0.575304
1998,persons,Non-Hodgkin lymphoma,3173.0,1505.0,0.474315
1998,persons,Oesophageal cancer,1006.0,976.0,0.970179
1998,persons,Pancreatic cancer,1793.0,1618.0,0.902398
1998,persons,Rectal cancer,3853.0,1205.0,0.312743
1998,persons,Stomach cancer,1900.0,1195.0,0.628947
1998,persons,Thyroid cancer,987.0,66.0,0.066869
1998,persons,Tongue cancer,428.0,168.0,0.392523
1998,persons,Unknown primary site,2988.0,2155.0,0.721218
1999,females,Acute lymphoblastic leukaemia,132.0,41.0,0.310606
1999,females,Acute myeloid leukaemia,364.0,281.0,0.771978
1999,females,Anal cancer,44.0,12.0,0.272727
1999,females,Bladder cancer,556.0,257.0,0.46223
1999,females,Bowel cancer,5420.0,2064.0,0.380812
1999,females,Brain cancer,515.0,420.0,0.815534
1999,females,Breast cancer,10666.0,2512.0,0.235515
1999,females,Cervical cancer,798.0,227.0,0.284461
1999,females,Chronic lymphocytic leukaemia,352.0,118.0,0.335227
1999,females,Chronic myeloid leukaemia,124.0,60.0,0.483871
1999,females,Colon cancer,3848.0,1565.0,0.406705
1999,females,Head and neck excluding lip,663.0,247.0,0.372549
1999,females,Head and neck including lip,930.0,251.0,0.269892
1999,females,Hodgkin lymphoma,183.0,23.0,0.125683
1999,females,Kidney cancer,703.0,314.0,0.446657
1999,females,Laryngeal cancer,76.0,34.0,0.447368
1999,females,Liver cancer,197.0,241.0,1.22335
1999,females,Lung cancer,2611.0,2124.0,0.813481
1999,females,Melanoma of the skin,3650.0,364.0,0.099726
1999,females,Mesothelioma,76.0,57.0,0.75
1999,females,Myeloma,481.0,270.0,0.561331
1999,females,Non-Hodgkin lymphoma,1529.0,708.0,0.463048
1999,females,Oesophageal cancer,370.0,294.0,0.794595
1999,females,Ovarian cancer,1140.0,731.0,0.641228
1999,females,Pancreatic cancer,896.0,840.0,0.9375
1999,females,Rectal cancer,1572.0,499.0,0.31743
1999,females,Stomach cancer,661.0,451.0,0.6823
1999,females,Thyroid cancer,759.0,45.0,0.059289
1999,females,Tongue cancer,150.0,60.0,0.4
1999,females,Unknown primary site,1387.0,1088.0,0.784427
1999,females,Uterine cancer,1444.0,262.0,0.18144
1999,males,Acute lymphoblastic leukaemia,164.0,95.0,0.579268
1999,males,Acute myeloid leukaemia,420.0,334.0,0.795238
1999,males,Anal cancer,39.0,9.0,0.230769
1999,males,Bladder cancer,1593.0,602.0,0.377903
1999,males,Bowel cancer,6270.0,2463.0,0.392823
1999,males,Brain cancer,724.0,587.0,0.810773
1999,males,Breast cancer,73.0,21.0,0.287671
1999,males,Chronic lymphocytic leukaemia,509.0,158.0,0.310413
1999,males,Chronic myeloid leukaemia,162.0,75.0,0.462963
1999,males,Colon cancer,3831.0,1758.0,0.458888
1999,males,Head and neck excluding lip,1785.0,679.0,0.380392
1999,males,Head and neck including lip,2448.0,688.0,0.281046
1999,males,Hodgkin lymphoma,236.0,32.0,0.135593
1999,males,Kidney cancer,1264.0,486.0,0.384494
1999,males,Laryngeal cancer,490.0,211.0,0.430612
1999,males,Liver cancer,510.0,449.0,0.880392
1999,males,Lung cancer,5434.0,4647.0,0.855171
1999,males,Melanoma of the skin,4720.0,641.0,0.135805
1999,males,Mesothelioma,400.0,333.0,0.8325
1999,males,Myeloma,617.0,354.0,0.573744
1999,males,Non-Hodgkin lymphoma,1776.0,787.0,0.443131
1999,males,Oesophageal cancer,717.0,646.0,0.900976
1999,males,Pancreatic cancer,938.0,869.0,0.926439
1999,males,Prostate cancer,10627.0,2513.0,0.236473
1999,males,Rectal cancer,2439.0,705.0,0.289053
1999,males,Stomach cancer,1305.0,754.0,0.577778
1999,males,Testicular cancer,571.0,31.0,0.054291
1999,males,Thyroid cancer,253.0,36.0,0.142292
1999,males,Tongue cancer,286.0,110.0,0.384615
1999,males,Unknown primary site,1467.0,1021.0,0.695978
1999,persons,Acute lymphoblastic leukaemia,296.0,136.0,0.459459
1999,persons,Acute myeloid leukaemia,784.0,615.0,0.784439
1999,persons,Anal cancer,42.0,9.0,0.214286
1999,persons,Bladder cancer,2149.0,859.0,0.399721
1999,persons,Bowel cancer,11690.0,4527.0,0.387254
1999,persons,Brain cancer,1239.0,1007.0,0.812752
1999,persons,Breast cancer,10739.0,2533.0,0.235869
1999,persons,Chronic lymphocytic leukaemia,861.0,276.0,0.320557
1999,persons,Chronic myeloid leukaemia,286.0,135.0,0.472028
1999,persons,Colon cancer,7679.0,3323.0,0.432739
1999,persons,Head and neck excluding lip,2448.0,926.0,0.378268
1999,persons,Head and neck including lip,3378.0,939.0,0.277975
1999,persons,Hodgkin lymphoma,419.0,55.0,0.131265
1999,persons,Kidney cancer,1967.0,800.0,0.406711
1999,persons,Laryngeal cancer,566.0,245.0,0.432862
1999,persons,Liver cancer,707.0,690.0,0.975955
1999,persons,Lung cancer,8045.0,6771.0,0.841641
1999,persons,Melanoma of the skin,8370.0,1005.0,0.120072
1999,persons,Mesothelioma,476.0,390.0,0.819328
1999,persons,Myeloma,1098.0,624.0,0.568306
1999,persons,Non-Hodgkin lymphoma,3305.0,1495.0,0.452345
1999,persons,Oesophageal cancer,1087.0,940.0,0.864765
1999,persons,Pancreatic cancer,1834.0,1709.0,0.931843
1999,persons,Rectal cancer,4011.0,1204.0,0.300175
1999,persons,Stomach cancer,1966.0,1205.0,0.61292
1999,persons,Thyroid cancer,1012.0,81.0,0.08004
1999,persons,Tongue cancer,436.0,170.0,0.389908
1999,persons,Unknown primary site,2854.0,2109.0,0.738963
2000,females,Acute lymphoblastic leukaemia,135.0,53.0,0.392593
2000,females,Acute myeloid leukaemia,334.0,250.0,0.748503
2000,females,Anal cancer,37.0,13.0,0.351351
2000,females,Bladder cancer,577.0,250.0,0.433276
2000,females,Bowel cancer,5458.0,2117.0,0.387871
2000,females,Brain cancer,555.0,455.0,0.81982
2000,females,Breast cancer,11395.0,2521.0,0.221237
2000,females,Cervical cancer,769.0,265.0,0.344603
2000,females,Chronic lymphocytic leukaemia,325.0,114.0,0.350769
2000,females,Chronic myeloid leukaemia,113.0,69.0,0.610619
2000,females,Colon cancer,3863.0,1649.0,0.42687
2000,females,Head and neck excluding lip,699.0,244.0,0.34907
2000,females,Head and neck including lip,954.0,250.0,0.262055
2000,females,Hodgkin lymphoma,191.0,31.0,0.162304
2000,females,Kidney cancer,749.0,299.0,0.399199
2000,females,Laryngeal cancer,68.0,36.0,0.529412
2000,females,Liver cancer,211.0,229.0,1.085308
2000,females,Lung cancer,2844.0,2318.0,0.815049
2000,females,Melanoma of the skin,3808.0,354.0,0.092962
2000,females,Mesothelioma,77.0,62.0,0.805195
2000,females,Myeloma,511.0,319.0,0.624266
2000,females,Non-Hodgkin lymphoma,1618.0,733.0,0.453028
